,created_on,property_type,lat,lon,price usd,b_id,c_b_id
5371,11/9/2017,PH,-34.60127989,-58.43299703,135000.0,6.0,0
5372,11/9/2017,apartment,-34.60127989,-58.43299703,135000.0,6.0,0
5373,11/9/2017,PH,-34.60127989,-58.43299703,135000.0,6.0,11
5374,11/9/2017,apartment,-34.60127989,-58.43299703,135000.0,6.0,11
5375,11/11/2017,apartment,-34.600792299999995,-58.4328566,133000.0,6.0,12
5376,11/11/2017,apartment,-34.600792299999995,-58.4328566,133000.0,6.0,11
5377,11/6/2015,apartment,-34.590983,-58.436021999999994,104900.0,6.0,12
5378,4/26/2016,apartment,-34.589008,-58.4380551,65000.0,6.0,0
5379,6/1/2016,apartment,-34.590757200000006,-58.4354436,104000.0,6.0,0
5380,4/15/2016,PH,-34.59071159,-58.43849836,120000.0,6.0,0
5381,7/27/2016,PH,-34.59071159,-58.43849836,120000.0,6.0,0
5382,7/29/2016,apartment,-34.590757200000006,-58.4354142,154000.0,6.0,0
5383,7/29/2016,apartment,-34.590757200000006,-58.4354142,155000.0,6.0,0
5384,7/29/2016,store,-34.5907464,-58.4354304,155000.0,6.0,0
5385,7/29/2016,apartment,-34.590757200000006,-58.4354142,155000.0,6.0,0
5386,5/18/2017,apartment,-34.590540999999995,-58.435871999999996,196000.0,6.0,0
