dataset_date,id_left,created_on,operation,property_type,place_name,country_name,state_name,geonames_id,lat_lon,lat_x,lat_x,lat_x,lon_x,lon_x,lon_x,price,currency,price_aprox_local_currency,price_aprox_usd,coordinates,barrio,comuna,AREA,Commune,b_id,Computer Percent,Computer Quantile,Cellular Percent,Cellular Quantile,Rent Percent,Rent Quantile,Immigration Percent,Immigration Quantile,Education Percent,Education Quantile,Owner Percent,Owner Quantile,Regular Percent,Regular Quantile,Uninhabited Percent,Uninhabited Quantile,health_long,health_lat,health_object,health_id,health_name,health_comune,health_distance,property_values_Commune,property_values_Longitude,property_values_Latitude,property_values_Date,property_values_Value in US Dollars,property_values_Value of m2 (US Dollars),property_values_m2,property_values_b_id,property_values_distance,Year,Distance in m,Time Dif,$ Dif,public_wifi_lat,public_wifi_long,public_wifi_id,public_wifi_object,public_wifi_name,public_wifi_comune,public_wifi_distance,sports_long,sports_lat,sports_id,sports_object,sports_name,sports_comune,sports_distance,transportation_long,transportation_lat,transportation_id,transportation_object,transportation_name,transportation_distance
201506,d761bf299ea6dfa9bb9daa4ae14462ea3ab375d6,42107,sell,store,RETIRO,Argentina,Capital Federal,3429576,"-34.5965352239,-58.3797576985",-34.59653522,-34.59653522,-34.59653522,-58.3797577,-58.3797577,-58.3797577,300000,USD,5182350,300000,POINT (-58.37975770000001 -34.59653522),RETIRO,1,18893.75,1,35,75.4,6,90,7,52.5,9,19.2,8,55.6,8,37.1,0,89.6,6,9,9,-58.37864233,-34.59528966,pharmacy,0,0,1,0.001671969,1,-58.37975709,-34.59653139,42156,6999937.2,5150.8,1359,35,0.00000387,2015,0.429520738,49,6699937.2,-34.5959519,-58.37850952,927,public WiFi location,"Espacio PÌÄå¼blico, Esmeralda 1048",1,0.001377754,-58.37827031,-34.5954336,0,sports federation,AsociaciÌÄå_n Metropolitana de Padel,1,0.001850916,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.092666473
201511,33e91dae327e217ab9ed7a18a7edf3fccfe749fd,42044,sell,apartment,PALERMO,Argentina,Capital Federal,3430234,"-34.596616247,-58.4186183874",-34.59661625,-34.59661625,-34.59661625,-58.41861839,-58.41861839,-58.41861839,105000,USD,1813822.5,105000,POINT (-58.41861839 -34.59661625),PALERMO,14,37090.5,14,0,79.6,8,88.1,5,39.7,8,9,3,57.1,8,48.4,2,88.1,5,5.7,7,-58.42005562,-34.59576283,pharmacy,0,0,14,0.001671516,14,-58.41862024,-34.59661298,42156,790007.4,2484.3,318,0,0.00000376,2015,0.401103936,112,685007.4,-34.59272656,-58.41994678,1240,public WiFi location,CESAC NÌâå¼ 17,14,0.004110272,-58.41947797,-34.58808536,0,sports federation,FederaciÌÄå_n Argentina de Bochas,14,0.008574083,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.063720295
201511,44b840b416423e20ce4e2005a9d8899bc459b4e7,42046,sell,apartment,BARRIO NORTE,Argentina,Capital Federal,3436109,"-34.5966992468,-58.4074708785",-34.59669925,-34.59669925,-34.59669925,-58.40747088,-58.40747088,-58.40747088,250000,USD,4318625,250000,POINT (-58.40747088 -34.59669925),RECOLETA,2,22577.5,2,44,77.7,7,91.2,8,41.2,8,9.3,3,50.8,7,49.7,2,90.9,7,2.9,4,-58.40757768,-34.59671849,pharmacy,0,0,2,0.000108517,2,-58.40747311,-34.59669592,42156,610015,1742.9,350,44,0.000004,2015,0.422812061,110,360015,-34.59902208,-58.41056711,1235,public WiFi location,CESAC NÌâå¼ 11,3,0.003870684,-58.39902914,-34.59949033,5,skate park,Plazoleta Maimonides,3,0.008891181,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.071338839
201502,c8608f3c6025fcfbebc2d40836d805f8d084d3d4,42209,sell,apartment,RECOLETA,Argentina,Capital Federal,3429595,"-34.5973411541,-58.3959430051",-34.59734115,-34.59734115,-34.59734115,-58.39594301,-58.39594301,-58.39594301,210000,USD,3597825,210000,POINT (-58.39594301 -34.59734115),RECOLETA,2,19541.25,2,44,76.9,7,88.7,6,34.8,7,9.1,3,63.4,9,51.9,3,86.7,4,7.8,9,-58.39669561,-34.59709479,pharmacy,0,0,2,0.000791901,2,-58.39594239,-34.59733838,42156,850018.4,1379.9,616,44,0.00000284,2015,0.313193989,-53,640018.4,-34.59914062,-58.3981426,170,public WiFi location,Plaza Houssay,3,0.002841884,-58.39902914,-34.59949033,5,skate park,Plazoleta Maimonides,3,0.003760743,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.079273805
201511,20b27c6843d7a32ce65608f65ed7e49023195321,42058,sell,apartment,VILLA CRESPO,Argentina,Capital Federal,3427458,"-34.5975633799,-58.4289191162",-34.59756338,-34.59756338,-34.59756338,-58.42891912,-58.42891912,-58.42891912,185000,USD,3195782.5,185000,POINT (-58.42891912 -34.59756338),VILLA CRESPO,15,17918.25,15,6,84.8,9,94,9,27.5,4,10.4,5,51.5,8,56.4,4,83.9,2,3.2,4,-58.43042269,-34.59973393,pharmacy,0,0,15,0.002640461,15,-58.42891942,-34.59756112,42156,419998.6,1764.7,238,6,0.00000228,2015,0.252796101,98,234998.6,-34.59780755,-58.42993128,111,public WiFi location,Julio CortÌÄåÁzar,15,0.001041194,-58.4214467,-34.60526232,0,sports federation,FederaciÌÄå_n Metropolitana de Billar,5,0.010728963,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.056522057
201503,b0dcad831fcb80047164ac9ad9a6798718574aff,42229,sell,apartment,PALERMO,Argentina,Capital Federal,3430234,"-34.5979152429,-58.4171490527",-34.59791524,-34.59791524,-34.59791524,-58.41714905,-58.41714905,-58.41714905,176000,USD,3015320,176000,POINT (-58.41714905 -34.59791524),ALMAGRO,5,46567.25,5,12,80.7,8,91.1,8,39.6,8,10.7,5,56,8,39.3,0,78.9,1,7.4,8,-58.41708679,-34.59765874,pharmacy,0,0,14,0.00026395,5,-58.41714861,-34.59791198,42156,2999990,4285.7,700,12,0.00000329,2015,0.36472551,-73,2823990,-34.60125558,-58.4191823,704,public WiFi location,CIM Elvira Rawson,5,0.003910492,-58.4214467,-34.60526232,0,sports federation,FederaciÌÄå_n Metropolitana de Billar,5,0.008511719,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.063778065
201504,59d31ca96d52d7b42fb3cc0481014735f0149bfc,42093,sell,house,CAPITAL FEDERAL,Argentina,Capital Federal,3433955,"-34.5983009279,-58.3868217721",-34.59830093,-34.59830093,-34.59830093,-58.38682177,-58.38682177,-58.38682177,580000,USD,9936850,580000,POINT (-58.38682177 -34.59830093),RETIRO,1,14972.25,1,35,73.5,5,87.3,4,28,4,13.8,7,56.4,8,40.2,1,68.3,0,5.8,7,-58.38710974,-34.59843583,pharmacy,0,0,2,0.000318002,1,-58.38682107,-34.59829814,42156,900006.5,4864.9,185,35,0.00000288,2015,0.316780692,63,320006.5,-34.60008745,-58.38702185,186,public WiFi location,Sede de Comuna 1,1,0.001797688,-58.38750548,-34.5985022,0,sports federation,AsociaciÌÄå_n de Patinadores Metropolitanos,2,0.000712723,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.0858674
201510,eb97f46cf3d5a490c4f6ad2dc603453705b2b5a9,42091,sell,house,VILLA DEVOTO,Argentina,Capital Federal,3427451,"-34.5991833771,-58.5136349468",-34.59918338,-34.59918338,-34.59918338,-58.51363495,-58.51363495,-58.51363495,570000,USD,9846465,570000,POINT (-58.51363495 -34.59918338),VILLA DEVOTO,11,147224.9,11,23,83.1,9,88.9,6,5.1,0,9.5,4,50,7,79.7,9,84.8,3,3.4,5,-58.51162861,-34.60034726,pharmacy,0,0,11,0.00231949,11,-58.51363365,-34.59918049,42156,1249991.6,2345.2,533,23,0.00000317,2015,0.342674778,65,679991.6,-34.5988015,-58.51270488,916,public WiFi location,"Parques y Plazas, Plaza Arenales 2",11,0.001005419,-58.51375825,-34.59442417,8,sports center,ONEGA,11,0.004760803,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.068598539
201511,0469b4a222161be37cf170c8f1c798594eff131c,42047,sell,apartment,ALMAGRO,Argentina,Capital Federal,3436397,"-34.600922687,-58.4192396291",-34.60092269,-34.60092269,-34.60092269,-58.41923963,-58.41923963,-58.41923963,150000,USD,2591175,150000,POINT (-58.41923963 -34.60092269),ALMAGRO,5,18054,5,12,74.9,6,87.3,4,31.1,5,8.6,3,41.3,6,45.8,1,76.9,0,6.6,8,-58.41938281,-34.60315136,pharmacy,0,0,5,0.00223326,5,-58.41924144,-34.60091928,42156,330007.5,1466.7,225,12,0.00000386,2015,0.413785022,109,180007.5,-34.60125558,-58.4191823,704,public WiFi location,CIM Elvira Rawson,5,0.000337787,-58.4214467,-34.60526232,0,sports federation,FederaciÌÄå_n Metropolitana de Billar,5,0.004868628,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.060165811
201512,ec2fffe123a8cae43a29f3e0cce817b6e4c967b3,42367,sell,apartment,ALMAGRO,Argentina,Capital Federal,3436397,"-34.60161209,-58.42393875",-34.60161209,-34.60161209,-34.60161209,-58.42393875,-58.42393875,-58.42393875,65000,USD,1113612.5,65000,POINT (-58.42393875 -34.60161209),ALMAGRO,5,20263.63,5,12,76.5,7,89.2,7,33,6,9,3,49.2,7,59.3,5,92.3,8,5.2,7,-58.42396029,-34.60304719,pharmacy,0,0,5,0.001435266,5,-58.42392732,-34.60161389,42156,930009.6,1684.8,552,12,0.0000116,2015,1.065125376,-211,865009.6,-34.60316597,-58.42096841,245,public WiFi location,EstaciÌÄå_n Medrano - LÌÄå_nea B,5,0.003352237,-58.4214467,-34.60526232,0,sports federation,FederaciÌÄå_n Metropolitana de Billar,5,0.00441978,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.056447618
201501,f921cd878df739b2c649316f024f07b63012d626,42015,sell,apartment,VILLA CRESPO,Argentina,Capital Federal,3427458,"-34.6016632477,-58.4335992065",-34.60166325,-34.60166325,-34.60166325,-58.43359921,-58.43359921,-58.43359921,137000,USD,2366606.5,137000,POINT (-58.43359921 -34.60166325),VILLA CRESPO,15,24031.13,15,6,73.3,5,87.2,4,32.5,6,10.2,4,44.1,6,52.6,3,85.1,3,1.2,1,-58.43483078,-34.60067358,pharmacy,0,0,15,0.001579944,15,-58.43360054,-34.60165989,42156,469993.5,1362.3,345,6,0.00000362,2015,0.392945568,141,332993.5,-34.6021593,-58.43127627,968,public WiFi location,EstaciÌÄå_n Angel Gallardo - Linea B,5,0.002375311,-58.43396649,-34.6075823,4,skate park,Parque Centenario,6,0.005930431,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.050495582
201510,74a91199932914e86b4b804e64dc9d0a23a14ed6,42046,sell,apartment,VILLA CRESPO,Argentina,Capital Federal,3427458,"-34.601760119,-58.4334099715",-34.60176012,-34.60176012,-34.60176012,-58.43340997,-58.43340997,-58.43340997,120000,USD,2072940,120000,POINT (-58.43340997 -34.60176012),VILLA CRESPO,15,15201.75,15,6,79.4,8,89.2,7,28.7,5,8,2,50,7,55.9,4,84.6,2,9.7,9,-58.431806,-34.60188827,pharmacy,0,0,5,0.001609078,15,-58.4334113,-34.60175676,42156,2000005,5714.3,350,6,0.00000362,2015,0.392945524,110,1880005,-34.6021593,-58.43127627,968,public WiFi location,EstaciÌÄå_n Angel Gallardo - Linea B,5,0.002170717,-58.43396649,-34.6075823,4,skate park,Parque Centenario,6,0.005848714,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.050519801
201510,db8c8daa51bf58adf329a547c27462e769b6276a,42089,sell,apartment,BALVANERA,Argentina,Capital Federal,6693228,"-34.6019840271,-58.4049376794",-34.60198403,-34.60198403,-34.60198403,-58.40493768,-58.40493768,-58.40493768,390000,USD,6737055,390000,POINT (-58.40493768 -34.60198403),BALVANERA,3,33795.38,3,4,60.8,1,84.9,2,39.7,8,17.9,8,31.7,4,46.9,2,86.6,4,3.8,5,-58.40461739,-34.60199972,pharmacy,0,0,3,0.000320673,3,-58.40494001,-34.60198074,42156,1249998.6,6281.4,199,4,0.00000403,2015,0.423450845,67,859998.6,-34.60449095,-58.40545332,407,public WiFi location,EstaciÌÄå_n Corrientes - LÌÄå_nea H,3,0.002559402,-58.39902914,-34.59949033,5,skate park,Plazoleta Maimonides,3,0.006413218,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.06944761
201510,ec40644be49898c1f6c4d94179ed3a5c8db60453,42058,sell,apartment,PARQUE CENTENARIO,Argentina,Capital Federal,0,"-34.6024434782,-58.4344499947",-34.60244348,-34.60244348,-34.60244348,-58.43444999,-58.43444999,-58.43444999,220000,USD,3800390,220000,POINT (-58.43444999 -34.60244348),VILLA CRESPO,15,11357.25,15,6,70.3,4,85.7,3,38.2,7,8.5,3,36.3,5,23.9,0,62.1,0,4.4,6,-58.43455081,-34.60409499,pharmacy,0,0,6,0.001654583,15,-58.43445031,-34.60244105,42156,470003.5,2292.7,205,6,0.00000245,2015,0.271786135,98,250003.5,-34.60427964,-58.43302972,710,public WiFi location,SeÌÄå±alamiento Luminoso,6,0.002321349,-58.43396649,-34.6075823,4,skate park,Parque Centenario,6,0.005161514,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.049376024
201505,af6686f3811702d1533765379b82bc2f69359a79,42243,sell,apartment,VILLA CRESPO,Argentina,Capital Federal,3427458,"-34.602806937,-58.4255007878",-34.60280694,-34.60280694,-34.60280694,-58.42550079,-58.42550079,-58.42550079,225000,USD,3886762.5,225000,POINT (-58.42550079 -34.60280694),ALMAGRO,5,26076.25,5,12,75.4,6,90.9,8,31.6,6,9.3,3,46.2,7,54.1,3,85.6,3,2.1,2,-58.4264422,-34.60244423,pharmacy,0,0,5,0.001008861,5,-58.42550038,-34.6028037,42156,3000036,3846.2,780,12,0.00000327,2015,0.362220289,-87,2775036,-34.60316597,-58.42096841,245,public WiFi location,EstaciÌÄå_n Medrano - LÌÄå_nea B,5,0.004546582,-58.4214467,-34.60526232,0,sports federation,FederaciÌÄå_n Metropolitana de Billar,5,0.004739673,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.054517631
201510,922449b960787d04bb1ea743aecafe8b2a8778b7,42058,sell,PH,ONCE,Argentina,Capital Federal,3430291,"-34.6032539816,-58.4063903567",-34.60325398,-34.60325398,-34.60325398,-58.40639036,-58.40639036,-58.40639036,95000,USD,1641077.5,95000,POINT (-58.40639036 -34.60325398),BALVANERA,3,15034,3,4,68.2,3,88.1,5,40.8,8,21.2,8,32.8,4,49.5,2,90.4,6,5.1,7,-58.40656207,-34.60460522,pharmacy,0,0,3,0.001362103,3,-58.40639257,-34.60325044,42156,4999950,3075,1626,4,0.00000418,2015,0.442557979,98,4904950,-34.60449095,-58.40545332,407,public WiFi location,EstaciÌÄå_n Corrientes - LÌÄå_nea H,3,0.00155182,-58.39902914,-34.59949033,5,skate park,Plazoleta Maimonides,3,0.008267563,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.067518393
201510,2ff1c92b9e3dc18733a67338990190751b2a9bb0,42046,sell,apartment,ALMAGRO,Argentina,Capital Federal,3436397,"-34.6043585306,-58.4257701008",-34.60435853,-34.60435853,-34.60435853,-58.4257701,-58.4257701,-58.4257701,145000,USD,2504802.5,145000,POINT (-58.4257701 -34.60435853),ALMAGRO,5,25021.25,5,12,70.3,4,86.2,3,41.9,8,13.3,6,38.1,5,43,1,84.9,3,6,8,-58.42450198,-34.60406966,pharmacy,0,0,5,0.001300603,5,-58.42577166,-34.60435504,42156,339999.3,1988.3,171,12,0.00000382,2015,0.413501609,110,194999.3,-34.6066149,-58.4214257,1223,public WiFi location,CESAC NÌâå¼ 38,5,0.004895406,-58.4214467,-34.60526232,0,sports federation,FederaciÌÄå_n Metropolitana de Billar,5,0.004416853,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.053180757
201511,4696375af8b180b40ab0e779aba968136a651ba6,42058,sell,PH,ALMAGRO,Argentina,Capital Federal,3436397,"-34.6043998537,-58.4332190929",-34.60439985,-34.60439985,-34.60439985,-58.43321909,-58.43321909,-58.43321909,88000,USD,1520156,88000,POINT (-58.43321909 -34.60439985),CABALLITO,6,48859.63,6,11,73.7,6,88.8,6,18.7,1,8.3,2,41.4,6,71.6,8,90.3,6,2.7,3,-58.43278093,-34.60436944,private health center,0,CLINICA DE LA CIUDAD,6,0.000439218,6,-58.43322041,-34.6043964,42156,549990,2444.4,225,11,0.00000369,2015,0.402195645,98,461990,-34.60427964,-58.43302972,710,public WiFi location,SeÌÄå±alamiento Luminoso,6,0.000224301,-58.43396649,-34.6075823,4,skate park,Parque Centenario,6,0.003269032,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.048458811
201504,e286bb317baa49e1bf4e5a8c8a24158ebb34d398,42104,sell,apartment,BALVANERA,Argentina,Capital Federal,6693228,"-34.6045805653,-58.4054768081",-34.60458057,-34.60458057,-34.60458057,-58.40547681,-58.40547681,-58.40547681,215000,USD,3683487.5,215000,POINT (-58.40547681 -34.60458057),BALVANERA,3,28118.63,3,4,65.3,2,86.2,3,33.3,6,16.4,7,33,4,48.6,2,81.9,1,8.6,9,-58.40512021,-34.60409676,pharmacy,0,0,3,0.000601029,3,-58.40547904,-34.60457697,42156,1900012.5,5066.7,375,4,0.00000424,2015,0.449329453,52,1685012.5,-34.60458102,-58.4053978,57,public WiFi location,EstaciÌÄå_n PueyrredÌÄå_n - LÌÄå_nea B,3,0.000079,-58.39845381,-34.60585401,0,sports federation,FederaciÌÄå_n Argentina de Centros Comunitarios Macabeos,3,0.007137519,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.067323209
201511,14d7c9b6bfe0209589f1cf868c32497d5fbc4f68,42058,sell,apartment,ALMAGRO,Argentina,Capital Federal,3436397,"-34.6045826273,-58.4244011698",-34.60458263,-34.60458263,-34.60458263,-58.42440117,-58.42440117,-58.42440117,189000,USD,3264880.5,189000,POINT (-58.42440117 -34.60458263),ALMAGRO,5,25021.25,5,12,70.3,4,86.2,3,41.9,8,13.3,6,38.1,5,43,1,84.9,3,6,8,-58.42450198,-34.60406966,pharmacy,0,0,5,0.000522783,5,-58.42440278,-34.60457913,42156,499996.8,3086.4,162,12,0.00000386,2015,0.416143507,98,310996.8,-34.6066149,-58.4214257,1223,public WiFi location,CESAC NÌâå¼ 38,5,0.003603267,-58.4214467,-34.60526232,0,sports federation,FederaciÌÄå_n Metropolitana de Billar,5,0.003031642,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.053946805
201510,950e6cf2243fd69c24433adc03cced20b290fd88,42089,sell,apartment,BALVANERA,Argentina,Capital Federal,6693228,"-34.6045947322,-58.4079723212",-34.60459473,-34.60459473,-34.60459473,-58.40797232,-58.40797232,-58.40797232,119000,USD,2055665.5,119000,POINT (-58.40797232 -34.60459473),BALVANERA,3,13604.25,3,4,66.5,3,86.8,4,38.5,8,16,7,40.5,6,49.8,2,88.3,5,8.2,9,-58.40656207,-34.60460522,pharmacy,0,0,3,0.001410292,3,-58.40797452,-34.60459127,42156,465004.8,1987.2,234,4,0.0000041,2015,0.434238223,67,346004.8,-34.60338472,-58.40935964,443,public WiFi location,Pasaje Carlos Gardel,3,0.001840866,-58.41601647,-34.60671461,0,sports federation,FederaciÌÄå_n PorteÌÄå±a de PatÌÄå_n,5,0.008318788,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.065445887
201511,5c6df311458ce051d1922a60ef1d547f50f891d3,42046,sell,apartment,VILLA CRESPO,Argentina,Capital Federal,3427458,"-34.6059097019,-58.4603445216",-34.6059097,-34.6059097,-34.6059097,-58.46034452,-58.46034452,-58.46034452,129800,USD,2242230.1,129800,POINT (-58.46034452 -34.6059097),CABALLITO,6,36852.38,6,11,69,4,79.7,0,32.2,6,9.9,4,25.7,2,50.1,2,82.3,1,2.6,3,-58.46018558,-34.60543428,hospital,15,HOSPITAL OFTALMOLOGICO DR. PEDRO LAGLEYZE,11,0.00050129,6,-58.46034493,-34.60590633,42156,220007,1419.4,155,11,0.0000034,2015,0.376600673,110,90207,-34.60559737,-58.46008809,1273,public WiFi location,HOSPITAL PEDRO LAGLEYSE,11,0.000404109,-58.45118218,-34.61286688,0,sports federation,FederaciÌÄå_n Metropolitana de  Pelota,6,0.011504381,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.037864259
201511,526ea386dacab7758bc31d076150c61ab97d485c,42058,sell,apartment,ALMAGRO,Argentina,Capital Federal,3436397,"-34.6060479989,-58.4246136671",-34.606048,-34.606048,-34.606048,-58.42461367,-58.42461367,-58.42461367,59500,USD,1027832.75,59500,POINT (-58.42461367 -34.606048),ALMAGRO,5,87632.63,5,12,66.3,3,87.8,5,47.4,9,12.8,6,36.7,5,35.7,0,83.2,2,9.2,9,-58.42469723,-34.60584302,pharmacy,0,0,5,0.000221357,5,-58.42461526,-34.60604445,42156,296998.8,2020.4,147,12,0.00000389,2015,0.420710095,98,237498.8,-34.6066149,-58.4214257,1223,public WiFi location,CESAC NÌâå¼ 38,5,0.003237979,-58.4214467,-34.60526232,0,sports federation,FederaciÌÄå_n Metropolitana de Billar,5,0.003262971,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.052743514
201510,e2ffe5951b1082b9641ee15102dc02f359a29edd,42091,sell,store,VILLA DEVOTO,Argentina,Capital Federal,3427451,"-34.6073782514,-58.5141375419",-34.60737825,-34.60737825,-34.60737825,-58.51413754,-58.51413754,-58.51413754,400000,ARS,732971.89,42430.86,POINT (-58.51413754 -34.60737825),VILLA DEVOTO,11,22031.75,11,23,69.4,4,86.8,4,33.8,6,5.4,0,32.8,4,47.3,2,81.1,1,4.5,6,-58.51528304,-34.6081855,pharmacy,0,0,11,0.001401365,11,-58.51413617,-34.60737509,42156,500001.6,2717.4,184,23,0.00000344,2015,0.373076065,65,457570.74,-34.60836465,-58.51599502,1325,public WiFi location,Sede de Comuna 11 RC,11,0.002103142,-58.51569183,-34.61328693,17,stadium,Estadio Enrique Sexto,11,0.006109693,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.063992489
201505,f6596c2d70872e7ef9de8b8022e0800261f69882,42228,sell,apartment,CABALLITO,Argentina,Capital Federal,3435874,"-34.6088100548,-58.4302917206",-34.60881005,-34.60881005,-34.60881005,-58.43029172,-58.43029172,-58.43029172,135000,USD,2332057.5,135000,POINT (-58.43029172 -34.60881005),ALMAGRO,5,28979.38,5,12,66.5,3,83.1,1,25.4,3,7.9,2,41.4,6,62.5,6,87.9,4,8.6,9,-58.43029761,-34.60890759,pharmacy,0,0,5,0.0000977,5,-58.43029141,-34.60880642,42156,699998,2692.3,260,12,0.00000364,2015,0.404633079,-72,564998,-34.60881103,-58.43119772,1335,public WiFi location,Sede de Comuna 6 RC,6,0.000906004,-58.43396649,-34.6075823,4,skate park,Parque Centenario,6,0.003874439,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.046847181
201511,b55d745d225bff4074d98acbcbf1811c055c2b53,42058,sell,apartment,ALMAGRO,Argentina,Capital Federal,3436397,"-34.6101423068,-58.4213203996",-34.61014231,-34.61014231,-34.61014231,-58.4213204,-58.4213204,-58.4213204,180000,USD,3109410,180000,POINT (-58.42132040000001 -34.61014231),ALMAGRO,5,38995.75,5,12,70.8,4,88.1,5,25.9,3,8.9,3,40.1,5,46.1,1,72,0,2.3,3,-58.42139526,-34.61056428,pharmacy,0,0,5,0.000428561,5,-58.42132207,-34.61013861,42156,849990,2833.3,300,12,0.00000406,2015,0.438891073,98,669990,-34.61177216,-58.42181336,1094,public WiFi location,EstaciÌÄå_n Castro Barros - Linea A,5,0.001702767,-58.4214467,-34.60526232,0,sports federation,FederaciÌÄå_n Metropolitana de Billar,5,0.004881627,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.05206378
201505,74b13d645b1420d0fc186419cff92c189900b521,42125,sell,apartment,BALVANERA,Argentina,Capital Federal,6693228,"-34.6110185486,-58.4014529999",-34.61101855,-34.61101855,-34.61101855,-58.401453,-58.401453,-58.401453,130000,USD,2245685,130000,POINT (-58.401453 -34.61101855),BALVANERA,3,15242.75,3,4,64.2,2,84.1,1,37.2,7,15.1,7,34.3,4,48.9,2,86.2,3,5.1,7,-58.40188805,-34.6100634,pharmacy,0,0,3,0.001049566,3,-58.40145254,-34.61101454,42156,800016.4,1834.9,436,4,0.00000404,2015,0.447874129,31,670016.4,-34.60982971,-58.40120747,1082,public WiFi location,EstaciÌÄå_n Alberti - Linea A,3,0.001213931,-58.39845381,-34.60585401,0,sports federation,FederaciÌÄå_n Argentina de Centros Comunitarios Macabeos,3,0.005972234,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.066582141
201504,f63cc4a94d6dfdae20909f1969320846a4d9abd3,42093,sell,apartment,CAPITAL FEDERAL,Argentina,Capital Federal,3433955,"-34.6112062839,-58.3873502055",-34.61120628,-34.61120628,-34.61120628,-58.38735021,-58.38735021,-58.38735021,240000,USD,4111800,240000,POINT (-58.38735021 -34.61120628),MONSERRAT,1,49815.63,1,0,61,1,88.6,6,47.5,9,17.9,8,34.9,4,43.4,1,90.9,7,7.4,8,-58.38725453,-34.611792,pharmacy,0,0,1,0.000593481,1,-58.38734951,-34.61120336,42156,900026,1454,619,36,0.000003,2015,0.33094825,63,660026,-34.61221948,-58.38583036,711,public WiFi location,Agencia de ProtecciÌÄå_n Ambiental,1,0.001826612,-58.38678547,-34.6113122,0,sports federation,FederaciÌÄå_n Argentina de TriatlÌÄå_n,1,0.00057459,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.078193583
201503,0f7b576ca75bff6a05dfe814e18c75b032aebba9,42243,sell,store,PATERNAL,Argentina,Capital Federal,3430087,"-34.6131002497,-58.4710188608",-34.61310025,-34.61310025,-34.61310025,-58.47101886,-58.47101886,-58.47101886,470000,USD,8052275,470000,POINT (-58.47101886 -34.61310025),VILLA GRAL. MITRE,11,49009.5,11,0,63.5,2,88.2,6,25.1,3,9.1,3,24.3,2,65.8,7,90.9,7,1.2,1,-58.46897598,-34.61170659,pharmacy,0,0,11,0.002472981,11,-58.47101893,-34.61309731,42156,549979.2,1185.3,464,7,0.00000294,2015,0.326975566,-87,79979.2,-34.61382388,-58.47225278,821,public WiFi location,"Metrobus Juan B. Justo, EstaciÌÄå_n Artigas",11,0.001430456,-58.4730282,-34.60627641,8,stadium,Diego Armando Maradona,11,0.007113528,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.03210282
